0,0.304918
1,0.304918
2,0.304918
3,0.304918
4,0.442623
5,0.590164
6,0.731148
7,0.796721
8,0.885246
9,0.891803
10,0.901639
11,0.934426
12,0.927869
13,0.947541
14,0.921311
15,0.940984
16,0.947541
17,0.954098
18,0.947541
19,0.954098
20,0.963934
21,0.957377
22,0.957377
23,0.977049
24,0.970492
25,0.967213
26,0.977049
27,0.977049
28,0.970492
29,0.977049
30,0.980328
31,0.980328
32,0.977049
33,0.977049
34,0.973770
35,0.980328
36,0.977049
37,0.977049
38,0.973770
39,0.980328
40,0.980328
41,0.973770
42,0.986885
43,0.986885
44,0.973770
45,0.986885
46,0.986885
47,0.983606
48,0.983607
49,0.944262
50,0.986885
51,0.980328
52,0.986885
53,0.986885
54,0.977049
55,0.983607
56,0.986885
57,0.986885
58,0.986885
59,0.986885
60,0.986885
61,0.986885
62,0.990164
63,0.983607
64,0.990164
65,0.986885
66,0.986885
67,0.986885
68,0.977049
69,0.990164
70,0.990164
71,0.983607
72,0.990164
73,0.986885
74,0.986885
75,0.986885
76,0.986885
77,0.986885
78,0.983606
79,0.977049
80,0.980328
81,0.986885
82,0.986885
83,0.970492
84,0.973770
85,0.986885
86,0.986885
87,0.980328
88,0.983607
89,0.977049
90,0.986885
91,0.986885
92,0.983606
93,0.986885
94,0.990164
95,0.990164
96,0.986885
97,0.986885
98,0.986885
99,0.986885
100,0.986885
101,0.986885
102,0.986885
103,0.977049
104,0.986885
105,0.980328
106,0.986885
107,0.986885
108,0.986885
109,0.990164
110,0.983607
111,0.986885
112,0.986885
113,0.983607
114,0.986885
115,0.993443
116,0.983607
117,0.983607
118,0.986885
119,0.986885
120,0.986885
121,0.990164
122,0.990164
123,0.986885
124,0.990164
125,0.980328
126,0.986885
127,0.993443
128,0.986885
129,0.986885
130,0.986885
131,0.986885
132,0.990164
133,0.986885
134,0.986885
135,0.990164
136,0.986885
137,0.980328
138,0.983606
139,0.986885
140,0.986885
141,0.990164
142,0.990164
143,0.986885
144,0.990164
145,0.986885
146,0.983607
147,0.986885
148,0.993443
149,0.986885
150,0.990164
151,0.993443
152,0.986885
153,0.990164
154,0.983607
155,0.993443
156,0.986885
157,0.986885
158,0.990164
159,0.990164
160,0.993443
