0,0.280000
1,0.599000
2,0.772000
3,0.836000
4,0.862000
5,0.885000
6,0.875000
7,0.902000
8,0.881000
9,0.884000
10,0.903000
11,0.908000
12,0.910000
13,0.916000
14,0.914000
15,0.933000
16,0.911000
17,0.918000
18,0.930000
19,0.930000
20,0.922000
21,0.930000
22,0.928000
23,0.936000
24,0.923000
25,0.924000
26,0.932000
27,0.941000
28,0.922000
29,0.931000
30,0.927000
31,0.937000
32,0.924000
33,0.934000
34,0.933000
35,0.933000
36,0.930000
37,0.934000
38,0.937000
39,0.939000
40,0.938000
41,0.931000
42,0.932000
43,0.942000
44,0.933000
45,0.921000
46,0.940000
47,0.928000
48,0.939000
49,0.925000
50,0.919000
51,0.937000
52,0.927000
53,0.913000
54,0.938000
55,0.929000
56,0.939000
57,0.929000
58,0.928000
59,0.931000
60,0.935000
61,0.937000
62,0.921000
63,0.925000
64,0.932000
65,0.929000
66,0.918000
67,0.932000
68,0.932000
69,0.925000
70,0.927000
71,0.917000
72,0.922000
73,0.929000
74,0.939000
75,0.934000
76,0.934000
77,0.927000
78,0.943000
79,0.924000
80,0.922000
81,0.912000
82,0.929000
83,0.926000
84,0.926000
85,0.933000
86,0.927000
87,0.931000
88,0.931000
89,0.931000
90,0.933000
91,0.932000
92,0.937000
93,0.941000
94,0.932000
95,0.933000
96,0.940000
97,0.938000
98,0.938000
99,0.920000
100,0.928000
101,0.913000
102,0.930000
103,0.932000
104,0.927000
105,0.936000
106,0.931000
107,0.936000
108,0.943000
109,0.941000
110,0.937000
111,0.933000
112,0.934000
113,0.939000
114,0.933000
115,0.928000
116,0.931000
117,0.923000
118,0.938000
119,0.935000
120,0.940000
121,0.938000
122,0.933000
123,0.927000
124,0.934000
125,0.935000
126,0.922000
127,0.934000
128,0.933000
129,0.942000
130,0.940000
131,0.933000
132,0.942000
133,0.936000
134,0.944000
135,0.929000
136,0.931000
137,0.929000
138,0.935000
139,0.936000
140,0.934000
141,0.935000
142,0.937000
143,0.941000
144,0.940000
145,0.935000
146,0.950000
147,0.943000
148,0.939000
149,0.934000
150,0.939000
151,0.938000
152,0.937000
153,0.943000
154,0.935000
155,0.918000
156,0.934000
157,0.941000
158,0.915000
159,0.944000
160,0.926000
161,0.916000
162,0.939000
163,0.947000
164,0.939000
165,0.932000
166,0.948000
167,0.943000
168,0.924000
169,0.938000
170,0.938000
171,0.935000
172,0.944000
173,0.936000
174,0.920000
175,0.945000
176,0.939000
177,0.944000
178,0.944000
179,0.946000
180,0.947000
181,0.946000
182,0.932000
183,0.943000
184,0.941000
185,0.948000
186,0.953000
187,0.947000
188,0.946000
189,0.944000
190,0.946000
191,0.939000
192,0.935000
193,0.943000
194,0.940000
195,0.939000
196,0.943000
197,0.929000
198,0.932000
199,0.911000
200,0.937000
201,0.937000
202,0.946000
203,0.947000
204,0.952000
205,0.947000
206,0.943000
207,0.947000
208,0.946000
209,0.908000
210,0.937000
211,0.940000
212,0.938000
213,0.939000
214,0.936000
215,0.919000
216,0.939000
217,0.943000
218,0.945000
219,0.945000
220,0.945000
221,0.940000
222,0.937000
223,0.944000
224,0.938000
225,0.932000
226,0.939000
227,0.936000
228,0.934000
229,0.943000
230,0.947000
231,0.946000
232,0.934000
233,0.913000
234,0.937000
235,0.922000
236,0.945000
237,0.935000
238,0.942000
239,0.939000
240,0.944000
241,0.944000
242,0.949000
243,0.951000
244,0.941000
245,0.943000
246,0.951000
247,0.938000
248,0.938000
249,0.943000
250,0.936000
251,0.936000
252,0.941000
253,0.941000
254,0.942000
255,0.940000
256,0.939000
257,0.931000
258,0.935000
259,0.944000
260,0.935000
261,0.945000
262,0.935000
263,0.945000
264,0.938000
265,0.940000
266,0.935000
267,0.928000
268,0.938000
269,0.948000
270,0.941000
271,0.948000
272,0.937000
273,0.925000
274,0.940000
275,0.941000
276,0.948000
277,0.927000
278,0.944000
279,0.936000
280,0.934000
281,0.936000
282,0.940000
283,0.943000
284,0.939000
285,0.946000
286,0.950000
287,0.943000
288,0.947000
289,0.950000
290,0.939000
291,0.949000
292,0.946000
293,0.946000
294,0.944000
295,0.948000
296,0.940000
297,0.925000
298,0.945000
299,0.947000
300,0.947000
301,0.950000
302,0.949000
303,0.949000
304,0.947000
305,0.944000
306,0.942000
307,0.931000
308,0.952000
309,0.941000
310,0.947000
311,0.935000
312,0.947000
313,0.945000
314,0.938000
315,0.948000
316,0.938000
317,0.943000
318,0.949000
319,0.949000
320,0.952000
321,0.947000
322,0.940000
323,0.943000
324,0.949000
325,0.954000
326,0.945000
327,0.946000
328,0.954000
329,0.948000
330,0.952000
331,0.955000
332,0.952000
333,0.933000
334,0.937000
335,0.946000
336,0.925000
337,0.947000
338,0.941000
339,0.940000
340,0.942000
341,0.951000
342,0.947000
343,0.944000
344,0.935000
345,0.934000
346,0.927000
347,0.944000
348,0.948000
349,0.952000
350,0.941000
351,0.951000
352,0.949000
353,0.927000
354,0.945000
355,0.948000
356,0.950000
357,0.951000
358,0.950000
359,0.944000
360,0.948000
361,0.941000
362,0.937000
363,0.944000
364,0.946000
365,0.953000
366,0.948000
367,0.955000
368,0.953000
369,0.955000
370,0.947000
371,0.943000
372,0.938000
373,0.952000
374,0.954000
375,0.945000
376,0.946000
377,0.949000
378,0.949000
379,0.948000
380,0.953000
381,0.958000
382,0.944000
383,0.941000
384,0.946000
385,0.946000
386,0.946000
387,0.946000
388,0.950000
389,0.943000
390,0.955000
391,0.955000
392,0.943000
393,0.942000
394,0.940000
395,0.944000
396,0.929000
397,0.919000
398,0.948000
399,0.943000
400,0.944000
401,0.952000
402,0.947000
403,0.946000
404,0.938000
405,0.942000
406,0.947000
407,0.938000
408,0.944000
409,0.941000
410,0.943000
411,0.939000
412,0.945000
413,0.936000
414,0.940000
415,0.942000
416,0.935000
417,0.944000
418,0.943000
419,0.932000
420,0.945000
421,0.934000
422,0.934000
423,0.942000
424,0.948000
425,0.936000
426,0.944000
427,0.941000
428,0.946000
429,0.947000
430,0.942000
431,0.945000
